,LA code,Ofsted Avg,lonely_avg,KS2 metrics PCA,GDHI income index,LA name,LA flow rate,All Ages,meds,old%,young%,Unnamed: 0_x,3rd Pref %P,Non Preferred Offer %P,No Offer %P,Offer in diff LA code %P,3rd Pref %S,Non Preferred Offer %S,No Offer %S,Offer in diff LA code %S,FSM Eligible %,<2 A levels,< AAB,perm_excl_rate,Unsuccessful Appeals,% of ppl not doing degrees,progression_rate,total_pop,Unnamed: 0_y,"Average Rainfall (June, mm)"
103,E07000079,,2.088414147,,,Cotswold,0.011461678,8205.818182,48.50024038,0.260876745,0.248047127,,,,,,,,,,,,,,,,0.463181818,4105,,
104,E07000080,,0.871435207,,,Forest of Dean,0.007666624,8710.7,48.10020454,0.253726959,0.255371534,,,,,,,,,,,,,,,,0.3637,4150,,
105,E07000081,,1.950968025,,,Gloucester,0.009327332,8647.266667,40.62594719,0.180914397,0.30210477,,,,,,,,,,,,,,,,0.3518,6920,,
106,E07000082,,3.009372289,,,Stroud,0.008312876,8189.642857,46.49125361,0.233310317,0.259091025,,,,,,,,,,,,,,,,0.445333333,6000,,
107,E07000083,,1.302590859,,105.4,Tewkesbury,0.012542621,10736,44.88682903,0.228203151,0.262816521,,,,,,,,,,,,,,,,0.439666667,4290,,
108,E07000084,,1.437213048,,,Basingstoke and Deane,0.007853448,8080,42.24566083,0.183772301,0.285135366,,,,,,,,,,,,,,,,0.393318182,8895,,
109,E07000085,,0.649692714,,,East Hampshire,0.010143058,8255.866667,46.34567601,0.233393122,0.267185484,,,,,,,,,,,,,,,,0.4068,5720,,
110,E07000086,,0.252630956,,,Eastleigh,0.008728103,9034.666667,42.5080069,0.203448946,0.276441473,,,,,,,,,,,,,,,,0.3942,6795,,
111,E07000087,,0.973836069,,,Fareham,0.008483983,8309.857143,46.54709507,0.243053596,0.25229534,,,,,,,,,,,,,,,,0.410571429,5630,,
112,E07000088,,0.797653694,,,Gosport,0.008361693,8467.9,43.02643825,0.208961425,0.280154896,,,,,,,,,,,,,,,,0.3024,4305,,
113,E07000089,,1.447324892,,,Hart,0.010852145,8873.454545,43.6083419,0.204111443,0.28048396,,,,,,,,,,,,,,,,0.513454545,4605,,
114,E07000090,,0.180744436,,99.6,Havant,0.009171231,7431.705882,45.01859721,0.237965882,0.271344047,,,,,,,,,,,,,,,,0.273294118,6155,,
115,E07000091,,-0.093105294,,,New Forest,0.006971435,7810.826087,50.20462433,0.294786429,0.236737863,,,,,,,,,,,,,,,,0.371652174,8490,,
116,E07000092,,1.583636838,,119.8,Rushmoor,0.013943246,7865.583333,39.82015028,0.154755579,0.290185469,,,,,,,,,,,,,,,,0.360166667,4890,,
117,E07000093,,0.73135725,,,Test Valley,0.010358431,8477.533333,45.79249493,0.228532647,0.262605032,,,,,,,,,,,,,,,,0.428066667,5945,,
118,E07000094,,1.314418722,,124.2,Winchester,0.011390147,8994.642857,42.69387707,0.214416822,0.309487355,,,,,,,,,,,,,,,,0.5075,5360,,
119,E07000095,,1.086874394,,,Broxbourne,0.011946839,7507.076923,40.49435698,0.180940615,0.299138983,,,,,,,,,,,,,,,,0.384153846,5410,,
120,E07000096,,-0.239384896,,,Dacorum,0.008205275,7066.227273,41.15841532,0.178840446,0.29098572,,,,,,,,,,,,,,,,0.482545455,7545,,
121,E07000098,,0.245104535,,,Hertsmere,0.012409762,8113.153846,40.91506538,0.183387878,0.30608259,,,,,,,,,,,,,,,,0.536307692,5070,,
122,E07000099,,1.12892792,,,North Hertfordshire,0.008528289,8897.533333,42.14236941,0.193745749,0.278095672,,,,,,,,,,,,,,,,0.492466667,6505,,
123,E07000102,,0.218586372,,,Three Rivers,0.012219212,7830.5,41.94658825,0.186177808,0.292063121,,,,,,,,,,,,,,,,0.55975,4660,,
124,E07000103,,0.791447683,,,Watford,0.012785105,8051.916667,37.46952196,0.137169117,0.315871258,,,,,,,,,,,,,,,,0.547166667,4760,,
125,E07000105,,-0.429263845,,,Ashford,0.008515844,9358.428571,43.42576249,0.209129119,0.28963804,,,,,,,,,,,,,,,,0.386071429,6870,,
126,E07000106,,3.002897079,,,Canterbury,0.006678854,8549.0625,41.70022282,0.218107409,0.299507826,,,,,,,,,,,,,,,,0.419736842,6940,,
127,E07000107,,1.528662349,,,Dartford,0.015867406,8773.153846,39.21792059,0.154711897,0.309526492,,,,,,,,,,,,,,,,0.390692308,5390,,
128,E07000108,,-0.850433302,,,Dover,0.007538665,8465.285714,46.96475137,0.249204467,0.252329079,,,,,,,,,,,,,,,,0.3875,6035,,
129,E07000109,,0.190668686,,,Gravesham,0.011034574,8222.307692,40.64605896,0.181244738,0.307077732,,,,,,,,,,,,,,,,0.384461538,5895,,
130,E07000110,,1.123781884,,105.4,Maidstone,0.009610684,9112.210526,42.66123275,0.201705787,0.286443123,,,,,,,,,,,,,,,,0.440421053,8165,,
131,E07000111,,2.168512633,,,Sevenoaks,0.010592067,8092.466667,44.43254805,0.222811622,0.28023576,,,,,,,,,,,,,,,,0.4598,5405,,
132,E07000112,,0.651185773,,,Folkestone and Hythe,0.007368053,8094.285714,47.40143463,0.25744778,0.245916865,,,,,,,,,,,,,,,,0.354357143,5560,,
133,E07000113,,4.144691016,,97.2,Swale,0.00788035,8933.166667,41.61568508,0.19612627,0.297790886,,,,,,,,,,,,,,,,0.325411765,7855,,
134,E07000114,,0.361668258,,91.7,Thanet,0.006863029,8321.058824,45.14666011,0.24344709,0.276573519,,,,,,,,,,,,,,,,0.353588235,7595,,
135,E07000115,,1.747920752,,,Tonbridge and Malling,0.010636895,10197.76923,42.59063948,0.195529446,0.295147374,,,,,,,,,,,,,,,,0.421230769,6745,,
136,E07000116,,2.656544563,,132.7,Tunbridge Wells,0.009918601,8547.769231,43.46238454,0.198793425,0.287340608,,,,,,,,,,,,,,,,0.528642857,5985,,
137,E07000117,,-0.872205192,,,Burnley,0.007308591,7445.333333,41.07558533,0.196545549,0.297791525,,,,,,,,,,,,,,,,0.379166667,4805,,
138,E07000118,,0.302082354,,,Chorley,0.007877552,8490.714286,43.0557603,0.201463579,0.267850761,,,,,,,,,,,,,,,,0.465428571,5590,,
139,E07000119,,0.120852595,,,Fylde,0.00930728,9023.444444,50.08685774,0.278001521,0.230419174,,,,,,,,,,,,,,,,0.501222222,3135,,
140,E07000120,,-0.645565591,,,Hyndburn,0.008605895,9014.777778,40.93058875,0.191474597,0.301868748,,,,,,,,,,,,,,,,0.376888889,4830,,
141,E07000121,,-1.063861857,,,Lancaster,0.005790002,8228.833333,40.59510979,0.205975861,0.315627575,,,,,,,,,,,,,,,,0.424722222,7015,,
142,E07000122,,0.121274124,,,Pendle,0.007365264,7088.076923,40.73067223,0.192661897,0.297980087,,,,,,,,,,,,,,,,0.406230769,4935,,
143,E07000123,,-0.111538616,,,Preston,0.008235111,8479.235294,36.71132262,0.1533768,0.339996329,,,,,,,,,,,,,,,,0.465117647,7240,,
144,E07000124,,0.476347513,,,Ribble Valley,0.00907502,7753.25,47.40443771,0.237777942,0.25915696,,,,,,,,,,,,,,,,0.5315,3270,,
145,E07000125,,-0.466123621,,75.9,Rossendale,0.00943651,8929,42.55968795,0.194948917,0.280108735,,,,,,,,,,,,,,,,0.429625,3850,,
146,E07000126,,0.170508834,,93.3,South Ribble,0.008106884,6534.470588,44.08441879,0.21711251,0.269650987,,,,,,,,,,,,,,,,0.452,5880,,
147,E07000127,,-0.324899539,,92.9,West Lancashire,0.006919504,7633.066667,43.46786612,0.222863596,0.297052076,,,,,,,,,,,,,,,,0.470333333,6095,,
148,E07000128,,0.454624496,,84.5,Wyre,0.008584935,8076.214286,49.05431533,0.275941747,0.241043849,,,,,,,,,,,,,,,,0.449642857,5250,,
149,E07000129,,-0.232396344,,,Blaby,0.011325864,8495.833333,42.52947929,0.203279093,0.277966774,,,,,,,,,,,,,,,,0.419916667,5165,,
150,E07000130,,0.256591287,,,Charnwood,0.006702257,8564.363636,40.36255617,0.191636043,0.307370369,,,,,,,,,,,,,,,,0.422454545,7645,,
151,E07000131,,0.584214442,,,Harborough,0.009293579,9553.7,45.61673719,0.22119109,0.265371056,,,,,,,,,,,,,,,,0.4749,4685,,
152,E07000132,,0.416093544,,,Hinckley and Bosworth,0.008117087,8119,44.6999247,0.223499668,0.261422913,,,,,,,,,,,,,,,,0.398785714,5370,,
153,E07000133,,-0.017658425,,,Melton,0.008196882,8565.666667,47.16108864,0.23614201,0.254967,,,,,,,,,,,,,,,,0.435666667,2655,,
154,E07000134,,-0.329512519,,,North West Leicestershire,0.008810397,8062.230769,43.749783,0.206819876,0.2721854,,,,,,,,,,,,,,,,0.394923077,5170,,
155,E07000135,,-0.848739093,,95.1,Oadby and Wigston,0.012711493,9552.166667,42.56060799,0.221415191,0.297347916,,,,,,,,,,,,,,,,0.457333333,3170,,
156,E07000136,,1.158663208,,,Boston,0.008235019,8854.625,42.78512509,0.216540221,0.276454032,,,,,,,,,,,,,,,,0.32925,3515,,
157,E07000137,,0.401589724,,,East Lindsey,0.008739031,7890.555556,52.09511378,0.307414949,0.223799667,,,,,,,,,,,,,,,,0.365444444,7050,,
158,E07000138,,3.505250898,,,Lincoln,0.009823442,8436.714286,38.28236141,0.178800877,0.318530891,,,,,,,,,,,,,,,,0.342909091,4175,,
159,E07000139,,1.857930422,,,North Kesteven,0.010735052,9088.384615,45.68276177,0.239838674,0.253697332,,,,,,,,,,,,,,,,0.442923077,6255,,
160,E07000140,,2.503260726,,,South Holland,0.007438769,7795,48.91275171,0.268351079,0.249594355,,,,,,,,,,,,,,,,0.326727273,4745,,
161,E07000141,,0.600606965,,,South Kesteven,0.008470867,8951.5625,46.08104157,0.235942517,0.263290924,,,,,,,,,,,,,,,,0.4596875,7460,,
162,E07000142,,1.952990786,,87.6,West Lindsey,0.011787153,8744.181818,47.62787632,0.25314088,0.251172135,,,,,,,,,,,,,,,,0.426636364,5105,,
163,E07000143,,0.280397807,,,Breckland,0.009227861,8309.117647,46.78860234,0.255910517,0.256513266,,,,,,,,,,,,,,,,0.299823529,6590,,
164,E07000144,,1.726904254,,,Broadland,0.00872136,7329.5,47.7873761,0.259653772,0.24295292,,,,,,,,,,,,,,,,0.361888889,6505,,
165,E07000145,,-0.236257976,,,Great Yarmouth,0.007393102,7630.615385,45.46852686,0.249356194,0.270030655,,,,,,,,,,,,,,,,0.266923077,5360,,
166,E07000146,,0.836235118,,,King's Lynn and West Norfolk,0.006508934,7960.263158,48.00516114,0.270475977,0.252363885,,,,,,,,,,,,,,,,0.281052632,7130,,
167,E07000147,,1.088752905,,92.3,North Norfolk,0.007264551,7511.928571,54.30733436,0.337102562,0.206843722,,,,,,,,,,,,,,,,0.311785714,4295,,
168,E07000148,,2.175768872,,85.1,Norwich,0.009205361,10155.5,34.23055848,0.15305618,0.340740177,,,,,,,,,,,,,,,,0.332,5075,,
169,E07000149,,1.025426305,,91.7,South Norfolk,0.01022359,9537.733333,46.59654093,0.249110224,0.258956775,,,,,,,,,,,,,,,,0.3964,6450,,
170,E07000150,,-0.238413408,,,Corby,0.009131435,,,,,,,,,,,,,,,,,,,,,,,
171,E07000151,,0.760793136,,,Daventry,0.011120792,,,,,,,,,,,,,,,,,,,,,,,
172,E07000152,,0.053711897,,,East Northamptonshire,0.010092876,,,,,,,,,,,,,,,,,,,,,,,
173,E07000153,,0.025565407,,,Kettering,0.009067151,,,,,,,,,,,,,,,,,,,,,,,
174,E07000154,,1.36695209,,,Northampton,0.007799482,,,,,,,,,,,,,,,,,,,,,,,
175,E07000155,,0.437336706,,,South Northamptonshire,0.01196829,,,,,,,,,,,,,,,,,,,,,,,
176,E07000156,,-0.320024351,,,Wellingborough,0.010505107,,,,,,,,,,,,,,,,,,,,,,,
177,E07000163,,-0.083731732,,,Craven,0.007755636,7167.25,50.31265107,0.280488849,0.231809537,,,,,,,,,,,,,,,,0.490875,2960,,
178,E07000164,,-0.107032726,,,Hambleton,0.008289424,8357.454545,49.38841196,0.267729392,0.234738759,,,,,,,,,,,,,,,,0.484454545,4410,,
179,E07000165,,-0.199339409,,,Harrogate,0.008004049,7692.619048,47.26894847,0.242107907,0.255423099,,,,,,,,,,,,,,,,0.511904762,7870,,
180,E07000166,,0.847534863,,,Richmondshire,0.014711633,8955.333333,48.01898029,0.248043083,0.225949136,,,,,,,,,,,,,,,,0.466833333,2515,,
181,E07000167,,-0.740701146,,,Ryedale,0.007898952,9271.5,50.56404671,0.278496557,0.23396052,,,,,,,,,,,,,,,,0.435,2580,,
182,E07000168,,-0.403530253,,,Scarborough,0.005951832,7766.928571,49.03093656,0.273637465,0.241837682,,,,,,,,,,,,,,,,0.365357143,5425,,
183,E07000169,,-1.109045582,,106.7,Selby,0.00902295,9169.7,44.90922936,0.212332412,0.261632972,,,,,,,,,,,,,,,,0.4102,4355,,
184,E07000170,,-0.708965361,,,Ashfield,0.009582765,8021.0625,42.1536132,0.199263547,0.281207382,,,,,,,,,,,,,,,,0.2838125,6715,,
185,E07000171,,-0.107197617,,,Bassetlaw,0.007583574,8448.571429,45.08726372,0.222549657,0.266951313,,,,,,,,,,,,,,,,0.354357143,6100,,
186,E07000172,,-0.436839764,,,Broxtowe,0.009847584,8187.642857,42.55117989,0.211659867,0.270173814,,,,,,,,,,,,,,,,0.401285714,5135,,
187,E07000173,,-0.800018216,,,Gedling,0.009399973,7882.6,43.2429259,0.209234294,0.266176849,,,,,,,,,,,,,,,,0.4078,5880,,
188,E07000174,,0.030376291,,,Mansfield,0.009062776,8411.615385,42.33381783,0.197138527,0.276157471,,,,,,,,,,,,,,,,0.306153846,5540,,
189,E07000175,,-0.107258019,,84.4,Newark and Sherwood,0.008448725,9471.307692,45.48054573,0.231467075,0.263816868,,,,,,,,,,,,,,,,0.364153846,6190,,
190,E07000176,,-0.020136056,,95.3,Rushcliffe,0.007612331,8094.4,43.86450557,0.216874175,0.274734561,,,,,,,,,,,,,,,,0.562733333,5490,,
191,E07000177,,0.766292471,,,Cherwell,0.009694991,7991.894737,41.93374523,0.188836115,0.284521108,,,,,,,,,,,,,,,,0.389,7140,,
192,E07000178,,1.050594327,,,Oxford,0.00893377,8421.333333,32.98663569,0.139158281,0.38645944,,,,,,,,,,,,,,,,0.474277778,5130,,
193,E07000179,,1.113541575,,,South Oxfordshire,0.009501528,7189.1,44.40471868,0.214459488,0.272936855,,,,,,,,,,,,,,,,0.45105,6290,,
194,E07000180,,0.620871317,,,Vale of White Horse,0.011948761,9850.714286,42.31177252,0.204123588,0.278295642,,,,,,,,,,,,,,,,0.409071429,5415,,
195,E07000181,,0.584748131,,120.2,West Oxfordshire,0.008410668,7450.533333,45.08595449,0.226571231,0.26469667,,,,,,,,,,,,,,,,0.4244,5260,,
196,E07000187,,-0.27193691,,,Mendip,0.010791715,8306.285714,46.75339872,0.24218308,0.263249986,,,,,,,,,,,,,,,,0.383714286,5675,,
197,E07000188,,-0.296771631,,,Sedgemoor,0.007881943,8817.571429,46.07209202,0.242986796,0.265088123,,,,,,,,,,,,,,,,0.347,6445,,
198,E07000189,,-0.212421769,,,South Somerset,0.008085351,7029,47.09852906,0.259321398,0.256611183,,,,,,,,,,,,,,,,0.341833333,8370,,
199,E07000192,,-0.18150538,,,Cannock Chase,0.00777798,7806.461538,42.0466083,0.192448011,0.27101739,,,,,,,,,,,,,,,,0.332769231,5400,,
200,E07000193,,-1.13083763,,,East Staffordshire,0.007307404,8061.533333,42.83457782,0.198952416,0.28537933,,,,,,,,,,,,,,,,0.415266667,6180,,
201,E07000194,,-1.027119429,,,Lichfield,0.008617775,8803.083333,45.6619865,0.237897822,0.260865888,,,,,,,,,,,,,,,,0.441083333,5155,,
202,E07000195,,-0.00766226,,,Newcastle-under-Lyme,0.007304421,8100.625,42.14073532,0.21213992,0.28085561,,,,,,,,,,,,,,,,0.400875,6355,,
203,E07000196,,-1.07425546,,,South Staffordshire,0.009187595,8026.357143,46.94642918,0.245508775,0.249233164,,,,,,,,,,,,,,,,0.440285714,5570,,
204,E07000197,,-0.113338795,,,Stafford,0.007798819,8616.125,44.89489379,0.226356327,0.25489063,,,,,,,,,,,,,,,,0.4448125,6120,,
205,E07000198,,0.101433422,,,Staffordshire Moorlands,0.008274448,7571.307692,48.39149328,0.257154543,0.242378171,,,,,,,,,,,,,,,,0.423,5030,,
206,E07000199,,-0.560357941,,92,Tamworth,0.008349994,7686.4,41.18300682,0.191214643,0.290163701,,,,,,,,,,,,,,,,0.32,4330,,
207,E07000200,,0.444414603,,,Babergh,0.010760623,8430.454545,48.7464453,0.268199659,0.248103684,,,,,,,,,,,,,,,,0.404272727,4485,,
208,E07000202,,1.035453497,,,Ipswich,0.009914789,8334.666667,39.66241397,0.183918889,0.298611904,,,,,,,,,,,,,,,,0.304125,6870,,
209,E07000203,,0.272173366,,,Mid Suffolk,0.009542755,8738.083333,47.61660213,0.254676036,0.246940316,,,,,,,,,,,,,,,,0.42175,5255,,
210,E07000207,,2.642853406,,,Elmbridge,0.010104195,7623.055556,42.92710207,0.186429028,0.301482454,,,,,,,,,,,,,,,,0.537833333,4540,,
211,E07000208,,0.867301828,,,Epsom and Ewell,0.010585141,9000.333333,41.44089127,0.183935553,0.305061076,,,,,,,,,,,,,,,,0.560666667,3875,,
212,E07000209,,1.496998825,,,Guildford,0.00843839,8352.888889,38.38067731,0.172435957,0.326137134,,,,,,,,,,,,,,,,0.481833333,5405,,
213,E07000210,,1.664897302,,,Mole Valley,0.009216325,6734.384615,47.19407143,0.24140169,0.260780643,,,,,,,,,,,,,,,,0.537461538,3955,,
214,E07000211,,1.183438109,,,Reigate and Banstead,0.010513516,8291.277778,42.12274821,0.187099672,0.290379967,,,,,,,,,,,,,,,,0.455111111,6425,,
215,E07000212,,1.316837945,,,Runnymede,0.009461108,9032.7,38.50870957,0.175412226,0.307092265,,,,,,,,,,,,,,,,0.4117,3235,,
216,E07000213,,0.87781747,,,Spelthorne,0.009967716,7682.538462,42.20952068,0.190758406,0.284719256,,,,,,,,,,,,,,,,0.375692308,4660,,
217,E07000214,,1.276316789,,,Surrey Heath,0.011502281,7433.666667,43.69880776,0.201159291,0.281053947,,,,,,,,,,,,,,,,0.493166667,4465,,
218,E07000215,,0.798988307,,141.7,Tandridge,0.010710563,8049.272727,44.08724209,0.210546625,0.278768771,,,,,,,,,,,,,,,,0.428727273,3850,,
219,E07000216,,1.786971472,,,Waverley,0.011191105,7444.470588,44.67054292,0.221733559,0.292129228,,,,,,,,,,,,,,,,0.499058824,4795,,
220,E07000217,,0.802058111,,147.9,Woking,0.009720258,8334,41.8232301,0.181381662,0.294856778,,,,,,,,,,,,,,,,0.52175,4410,,
221,E07000218,,-0.128666279,,,North Warwickshire,0.012330456,9350.285714,45.20885788,0.220450613,0.260312784,,,,,,,,,,,,,,,,0.353571429,3395,,
222,E07000219,,0.802197198,,,Nuneaton and Bedworth,0.008953901,7669,41.5346605,0.197186541,0.287696943,,,,,,,,,,,,,,,,0.354470588,7025,,
223,E07000220,,0.609607016,,,Rugby,0.009271274,9220.833333,41.21727066,0.190398471,0.292000827,,,,,,,,,,,,,,,,0.447166667,5235,,
224,E07000221,,1.457677013,,,Stratford-on-Avon,0.008953531,8826.8,47.89178279,0.259087958,0.24973299,,,,,,,,,,,,,,,,0.4818,5875,,
225,E07000222,,0.514486024,,111.8,Warwick,0.006208922,9660.6,40.3886231,0.19594333,0.299781008,,,,,,,,,,,,,,,,0.5066,5855,,
226,E07000223,,0.670868203,,,Adur,0.009981011,8023.375,45.57395415,0.24036949,0.262247002,,,,,,,,,,,,,,,,0.32475,3015,,
227,E07000224,,0.672587632,,,Arun,0.006347025,8480.157895,49.80358077,0.298683467,0.234280201,,,,,,,,,,,,,,,,0.335947368,7120,,
228,E07000225,,1.401706523,,,Chichester,0.010067226,8679.142857,48.90877416,0.276760372,0.255116928,,,,,,,,,,,,,,,,0.401142857,4715,,
229,E07000226,,-0.311374222,,,Crawley,0.007907652,8651.846154,37.46915319,0.137638524,0.314678399,,,,,,,,,,,,,,,,0.349615385,6075,,
230,E07000227,,1.224336122,,,Horsham,0.009097915,9092.125,46.34423257,0.234228021,0.259779516,,,,,,,,,,,,,,,,0.4605625,6715,,
231,E07000228,,0.813140968,,119.5,Mid Sussex,0.00833867,8949.529412,43.71135445,0.207348502,0.277748507,,,,,,,,,,,,,,,,0.440411765,6925,,
232,E07000229,,1.078660824,,110.1,Worthing,0.007908275,8517.461538,45.36032528,0.230459908,0.259390877,,,,,,,,,,,,,,,,0.375923077,5270,,
233,E07000234,,-0.959312798,,,Bromsgrove,0.010881817,7183.5,44.92530694,0.228915971,0.266192655,,,,,,,,,,,,,,,,0.500714286,4915,,
234,E07000235,,0.74294091,,,Malvern Hills,0.01061362,7222.272727,50.16104018,0.283187368,0.236856192,,,,,,,,,,,,,,,,0.457090909,3615,,
235,E07000236,,-0.494432703,,,Redditch,0.006760246,6582.153846,40.69202346,0.188898052,0.291338997,,,,,,,,,,,,,,,,0.374923077,4680,,
236,E07000237,,0.846404168,,,Worcester,0.007271732,7161.785714,38.65220188,0.17503516,0.306620051,,,,,,,,,,,,,,,,0.393285714,4760,,
237,E07000238,,0.695817206,,,Wychavon,0.008135399,6899.157895,47.43737777,0.253761744,0.250661093,,,,,,,,,,,,,,,,0.419789474,5760,,
238,E07000239,,-0.561626547,,101.7,Wyre Forest,0.006463784,7224.214286,46.31829559,0.250816385,0.256839634,,,,,,,,,,,,,,,,0.361428571,4910,,
239,E07000240,,-0.230672548,,,St Albans,0.00784527,7465.85,41.27896002,0.17407957,0.307093468,,,,,,,,,,,,,,,,0.6604,7295,,
240,E07000241,,-0.081414544,,,Welwyn Hatfield,0.009102507,7743.3125,38.70983782,0.170126453,0.316957025,,,,,,,,,,,,,,,,0.4663125,5160,,
241,E07000242,,0.461684163,,,East Hertfordshire,0.008206418,8432.555556,42.41150236,0.182327153,0.28571949,,,,,,,,,,,,,,,,0.524388889,7595,,
242,E07000243,,-0.004611017,,125.6,Stevenage,0.008912798,7342,38.26020662,0.155785004,0.302660355,,,,,,,,,,,,,,,,0.370833333,4735,,
243,E08000001,3.032520325,-0.934236149,-303.6581375,,Bolton,0.007004596,8235.657143,39.23196747,0.175912126,0.314366898,14,1.491300746,2.89975145,0,1.171981466,3.493571828,4.946897708,0.027948575,2.51173061,15.94007876,19.801,92.032,14.2981475,83.8,33.3,0.443342857,16045,45,90.9
244,E08000002,2.891566265,-0.139417464,-13465.87579,,Bury,0.007651824,7334.923077,40.81869614,0.188483386,0.292277402,15,1.954821894,3.735881842,0.304083406,6.133909287,2.713704206,5.92492085,1.040253279,9.136137494,14.79383703,18.536,85.519,19.3535244,70.5,37.2,0.462730769,10030,46,88.3
245,E08000003,3.077777778,-0.846844698,27354.03186,71.4,Manchester,0.009059562,9749.842105,31.79733939,0.097840522,0.361249201,23,1.940655323,2.685979468,0,4.598509352,4.427986133,8.05231642,0,12.81121967,24.77103773,15.595,84.785,12.8147852,83.3,29.1,0.395210526,24415,47,112.4
246,E08000004,2.952830189,-0.744176858,-5426.009501,,Oldham,0.007302393,7200.848485,39.24224595,0.174581935,0.318427488,24,0.864649152,3.159294978,0,1.034259858,3.609625668,8.856951872,0,5.314322748,17.62072274,24.639,88.593,10.7603196,83,32,0.402272727,14005,48,98.7
247,E08000005,2.965909091,-0.783481758,-8403.039703,78.6,Rochdale,0.007887063,8946.36,39.04000821,0.172039031,0.312079515,25,1.907356948,3.678474114,0.034059946,1.942078365,0.62707488,1.549243821,0,8.33640723,18.92479714,24.224,88.738,16.8771624,88.1,37.3,0.4236,12530,49,98.7
248,E08000006,2.850877193,-0.57112416,-7158.463865,,Salford,0.007388633,8756.566667,35.76803073,0.146280921,0.324637627,26,1.271600913,3.814802739,0.097815455,2.023498695,2.943548387,7.338709677,0,11.37096774,21.60630009,42.529,92.05,16.8137873,72.4,48.6,0.345966667,11160,50,112.4
249,E08000007,3.026785714,0.234524836,-6254.824607,,Stockport,0.006205226,7004.690476,42.45928819,0.204614195,0.279354676,29,1.936459909,3.025718608,0,1.14492317,2.512077295,4.347826087,0.064412238,6.728612624,11.40447819,20.113,86.164,10.654527,72.2,43.1,0.455214286,14185,51,107.7
250,E08000008,2.910891089,-0.539388922,-8824.534825,91.9,Tameside,0.007031979,7570.566667,40.50103508,0.180536777,0.294564395,30,1.371841155,2.454873646,0,2.671480144,2.140443109,5.031918888,0.037551633,6.574004508,17.373172,25.2,88.989,26.8794857,81.9,41.1,0.3753,12465,52,117.9
251,E08000009,3.231707317,-0.321508596,-9125.130765,96.6,Trafford,0.007787917,8484.964286,40.93627603,0.177534861,0.300227591,31,1.408959538,0.939306358,0,2.565028902,4.516346478,2.359285474,0.37074486,7.255098629,8.56983862,6.024,64.486,16.2286545,83,16.7,0.548214286,12470,53,112.4
252,E08000010,3.083969466,-0.452999421,-3203.597524,79.4,Wigan,0.005418143,8267.8,41.94715434,0.192254671,0.280206295,33,1.556852933,2.251876564,0.027800945,2.614015573,0.403923832,0.807847663,0.115406809,5.199306759,14.27110846,13.228,82.629,7.9431528,56.7,37,0.40275,17210,54,97.7
253,E08000011,2.894736842,-0.765850456,-17446.25484,,Knowsley,0.010231556,7622.6,39.22378984,0.173999359,0.30394433,20,1.396648045,2.402234637,0,12.94444444,3.091013165,3.377218088,0,41.08967083,29.13825477,58.333,100,6.5293822,66.3,50,0.3434,9045,40,98.5
254,E08000012,3.01183432,-0.194108078,9778.51596,73.5,Liverpool,0.005836651,8204.491803,37.3199688,0.156885352,0.313279905,22,1.418026418,3.108003108,0,3.632478632,6.080634501,7.644855695,0,5.155320555,24.02755492,27.171,85.079,12.5184299,86.9,35.7,0.395622951,22185,41,105.8
